date,rank,keyword
2026-06-11,1,매실
2026-06-11,2,닭가슴살
2026-06-11,3,쌀20kg
2026-06-11,4,쌀10kg
2026-06-11,5,수박
2026-06-11,6,오메가3
2026-06-11,7,레드와인비니거
2026-06-11,8,감자
2026-06-11,9,루테인
2026-06-11,10,야콘
2026-06-11,11,참외
2026-06-11,12,블루베리
2026-06-11,13,오디
2026-06-11,14,레몬즙
2026-06-11,15,콜라겐
2026-06-11,16,산딸기
2026-06-11,17,탄산수
2026-06-11,18,계란
2026-06-11,19,마그네슘
2026-06-11,20,체리
2026-06-11,21,생수
2026-06-11,22,복분자
2026-06-11,23,홍감자
2026-06-11,24,두유
2026-06-11,25,생참치
2026-06-11,26,야채도사
2026-06-11,27,참외10kg
2026-06-11,28,찹쌀누룽지과자
2026-06-11,29,포스파티딜세린
2026-06-11,30,그릭요거트
2026-06-11,31,올리브오일
2026-06-11,32,초당옥수수
2026-06-11,33,임박
2026-06-11,34,복숭아
2026-06-11,35,창억떡
2026-06-11,36,활새우
2026-06-11,37,살구
2026-06-11,38,냉동블루베리
2026-06-11,39,수향미10kg
2026-06-11,40,마늘쫑
2026-06-11,41,콘드로이친
2026-06-11,42,조선호텔김치
2026-06-11,43,토마토
2026-06-11,44,비타민c
2026-06-11,45,카무트효소
2026-06-11,46,황매실
2026-06-11,47,사과
2026-06-11,48,참기름
2026-06-11,49,유산균
2026-06-11,50,매실10kg
2026-06-11,51,옥수수
2026-06-11,52,김치
2026-06-11,53,하루견과
2026-06-11,54,뉴케어구수한맛
2026-06-11,55,구운계란
2026-06-11,56,뉴케어
2026-06-11,57,신비복숭아
2026-06-11,58,콘드로이친1200
2026-06-11,59,병아리콩
2026-06-11,60,멸균우유
2026-06-11,61,생새우
2026-06-11,62,비정제원당
2026-06-11,63,밀키트
2026-06-11,64,마늘
2026-06-11,65,망고
2026-06-11,66,맥심모카골드
2026-06-11,67,알부민
2026-06-11,68,장사의신쇼핑몰
2026-06-11,69,오이
2026-06-11,70,호랑이콩
2026-06-11,71,히카마
2026-06-11,72,깐매실
2026-06-11,73,오징어
2026-06-11,74,다슬기
2026-06-11,75,자두
2026-06-11,76,단백질음료
2026-06-11,77,양파
2026-06-11,78,아몬드
2026-06-11,79,포카리스웨트
