keyword,appearances,early_avg_rank,late_avg_rank,new_entry,rising_score
홍삼정,15,338.6,332,False,14.07
마그네슘,15,21,14.8,False,13.75
아몬드가루,4,382.5,371.5,False,13.0
경옥고,2,500,488,False,13.0
조선호텔김치,15,54.4,49,False,12.93
코스트코치즈,8,386.7,377.8,False,12.87
냉동블루베리,15,51.3,46.5,False,12.29
복숭아,15,40.6,36,False,12.07
호관원,5,435.5,426,False,12.0
오디,15,16.4,12,False,11.93
마른오징어,15,163.1,159.4,False,11.27
비에날17유산균,15,104.4,100.8,False,11.18
단백질음료,15,109.1,105.5,False,11.14
토마토주스,2,483,473,False,11.0
오메가3,15,8.9,5.9,False,10.48
견과류,15,80.9,78,False,10.36
참치캔,15,194.1,191.5,False,10.14
생강청,3,362.5,354,False,10.0
두리안,15,112.1,109.8,False,9.89
정관장에브리타임,15,187.7,185.5,False,9.71
계란,15,15.3,13.1,False,9.66
루테인,15,23.1,21,False,9.64
땅콩버터,15,122,120,False,9.5
정관장홍삼,3,486,478,False,9.5
안동학가산김치,15,359.3,357.4,False,9.41
스팸,10,369.6,365.4,False,9.2
블루베리,15,16.4,14.8,False,9.18
무늬오징어,15,161.7,160.1,False,9.09
맥심모카골드400,13,257.4,255,False,8.93
피크노제놀,15,223.3,221.9,False,8.91
서리태,15,315.1,313.8,False,8.89
콘드로이친,15,35.9,34.5,False,8.86
블루베리즙,15,209.6,208.2,False,8.82
단백질쉐이크,15,107.6,106.4,False,8.7
두유,15,27.7,26.6,False,8.59
감자,15,14.3,13.4,False,8.41
토마토,15,45.6,44.9,False,8.2
닭가슴살,15,4,3.5,False,8.0
열무물김치,6,355.7,350.7,False,8.0
수박,15,6.6,6.1,False,7.95
참외10kg,15,29.9,29.5,False,7.86
깻잎,12,345.8,344,False,7.83
녹용,15,315.7,315.5,False,7.71
토마토즙,15,103.4,103.2,False,7.68
콜라겐,15,16.6,16.5,False,7.57
매실,15,1,1,False,7.5
쌀20kg,15,2.7,2.8,False,7.46
쌀10kg,15,3.4,3.5,False,7.43
방울토마토,15,167.9,168,False,7.36
서리맥스,15,231.7,231.9,False,7.34
올리브오일,15,19.4,20,False,6.93
쌀과자,5,409.3,405,False,6.83
김치,15,69,69.9,False,6.62
냉동도시락,10,402.3,400.7,False,6.62
망고스틴,10,352.2,350.8,False,6.42
구운계란,15,51.6,52.9,False,6.2
검은콩두유,15,182.3,183.6,False,6.16
산딸기,15,14.1,16.2,False,5.39
그릭요거트,15,34.9,37.2,False,5.11
애플망고,4,442,439,False,5.0
깐매실,15,96.6,99.4,False,4.7
라인바싸탄산수,9,278.1,278,False,4.64
글루타치온,15,256.7,259.6,False,4.59
생수,15,15.6,18.5,False,4.57
기한,11,248.7,249.8,False,4.37
오르조,6,398,396.7,False,4.33
냉동새우,6,393.2,392,False,4.25
pm쥬스,4,448,446,False,4.0
국산참기름,7,192,191.5,False,4.0
비에날씬,2,453,450,False,4.0
양파즙,15,290.9,294.4,False,3.98
흑마늘진액,10,390.6,392,False,3.6
오르조보리차,5,426,425,False,3.5
찹쌀누룽지과자,15,34,38.4,False,3.12
양대파,6,267,,False,3.0
락토핏코어맥스,6,373.3,,False,3.0
나인플레이트견과류,6,266,,False,3.0
마늘가루,6,417.7,,False,3.0
남고매실,6,455.2,,False,3.0
대게,5,368.5,368,False,3.0
화요,2,397,395,False,3.0
포카리스웨트,15,75.7,80.2,False,2.96
곤약젤리,15,279.7,284.4,False,2.84
절임배추,10,400.8,403,False,2.8
유산균,15,34.7,39.5,False,2.71
장신몰,5,236,,False,2.5
오징어알,5,327.2,,False,2.5
아리라면,5,397.6,,False,2.5
킹유산균,5,385.4,,False,2.5
킹2개월분,5,437,,False,2.5
다이어트보조제,3,492,491,False,2.5
쑥가루,4,391.3,391,False,2.33
콩국물,4,363.5,,False,2.0
나인플레이트넛츠,4,330,,False,2.0
몬스터에너지,4,443.2,,False,2.0
한가인견과류,4,348,,False,2.0
백합,4,372.8,,False,2.0
맛밤,6,347,348,False,2.0
솔티스혈관클리어,4,383.8,,False,2.0
클룹애사비소다,6,416.5,417.5,False,2.0
참외,15,9.9,15.5,False,1.86
참치,15,317,323,False,1.5
땅지기딸기잼,3,298,,False,1.5
네스프레소호환캡슐,3,285.3,,False,1.5
서목태약콩콩물,3,340,,False,1.5
프리바이오틱스,3,392,,False,1.5
성풍isp,3,385.7,,False,1.5
스파클2l,3,458,,False,1.5
알파4500,3,469.3,,False,1.5
푸드올로지,3,457,,False,1.5
에고비솔루션,3,447,,False,1.5
킹프로바이오틱스,3,391.7,,False,1.5
돼지감자,3,376,,False,1.5
찹쌀누룽지,3,393,,False,1.5
솔티스눈영양제,3,364.7,,False,1.5
학가산김치,14,227.1,232.7,False,1.43
뉴케어,15,35.6,41.8,False,1.32
갈색설탕15kg,12,342.6,347.4,False,1.17
듀얼플랜유산균,2,358,,False,1.0
파워에이드,2,297,,False,1.0
김가루,3,429.5,430,False,1.0
고창복분자분말,2,264,,False,1.0
파라다이스그레인플러스,2,374.5,,False,1.0
조은상사닭꼬치,2,430.5,,False,1.0
벌집꿀,2,421,,False,1.0
비비고연어스테이크,2,452.5,,False,1.0
셀렉스프로틴,2,453.5,,False,1.0
에너지바,2,465,,False,1.0
콩잎,2,401.5,,False,1.0
새조개,2,447,,False,1.0
창억떡호박인절미,2,441.5,,False,1.0
블랙보리,2,456,,False,1.0
만두,2,455,,False,1.0
광양매실,2,406,,False,1.0
알티지1400,2,213.5,,False,1.0
유케어,2,413.5,,False,1.0
백일떡,2,413,,False,1.0
순대,2,413,,False,1.0
1400오메가3,2,350,,False,1.0
제주애플망고,2,472.5,,False,1.0
해주냉면,2,464.5,,False,1.0
내몽골치즈,2,190,,False,1.0
육개장,2,202,,False,1.0
거문도해풍쑥가루,2,402,,False,1.0
솔바위팜,2,343.5,,False,1.0
퀘르세틴,2,392,,False,1.0
라인바싸,2,408.5,,False,1.0
엑스트라버진올리브오일,2,485,485,False,1.0
홀리데이즈스틱14호,2,432,,False,1.0
올록담올리브3,2,335.5,,False,1.0
순살갈치,2,378,,False,1.0
아사이베리,2,364,,False,1.0
붕어싸만코,2,404.5,,False,1.0
퀴노아,2,68.5,,False,1.0
식물성멜라토닌,2,334,,False,1.0
곰곰부어스트,2,340.5,,False,1.0
하겐다즈파인트,2,455,,False,1.0
송이버섯,2,447,,False,1.0
미담채짜장분말,2,322.5,,False,1.0
왁스캔디,2,419.5,,False,1.0
올리브,2,425,,False,1.0
무화과,2,366.5,,False,1.0
황어스낵,2,471,,False,1.0
다슬기해장국,2,413,413,False,1.0
열무김치,15,112.9,119.6,False,0.73
냉면,15,61.6,68.4,False,0.7
포스파티딜세린,15,58.4,65.4,False,0.55
사과,15,24.3,31.2,False,0.54
잇츠그릭,1,204,,False,0.5
한효주김,1,270,,False,0.5
소문난할아버지김,1,287,,False,0.5
냉동삼겹살,1,323,,False,0.5
젤리스트로우,1,326,,False,0.5
농가식품열무김치,1,345,,False,0.5
수박주스,1,382,,False,0.5
아그로수퍼,1,394,,False,0.5
떡볶이,1,398,,False,0.5
이천쌀10kg,1,410,,False,0.5
원,1,455,,False,0.5
칠성사이다,1,464,,False,0.5
양짓말고기왕만두,1,481,,False,0.5
파로쌀,1,483,,False,0.5
포카리스웨트1.5,1,484,,False,0.5
해남고구마,1,485,,False,0.5
담백하루오메가3,1,495,,False,0.5
멀티파우더산양유단백질,1,496,,False,0.5
김명수젓갈,1,153,,False,0.5
벚꽃꿀,1,216,,False,0.5
떡갈비,1,291,,False,0.5
벌꿀,1,294,,False,0.5
옛날바나나과자,1,303,,False,0.5
카라향,1,317,,False,0.5
김파파프리미엄맛김,1,421,,False,0.5
반건조갑오징어,1,460,,False,0.5
메가도스비타민c,1,476,,False,0.5
쉬잔세틴,1,478,,False,0.5
일본과자,1,496,,False,0.5
프로바이오틱스유산균,1,499,,False,0.5
알티지맥스,1,294,,False,0.5
스틱홀리데이즈100%,1,319,,False,0.5
팥빙수,1,328,,False,0.5
닥터머레이테라큐민슈퍼,1,381,,False,0.5
메가도스3000,1,395,,False,0.5
누들컬,1,415,,False,0.5
덴프스유산균,1,426,,False,0.5
640ml생강차,1,446,,False,0.5
딸기잼,1,450,,False,0.5
맛다시,1,451,,False,0.5
산양산삼산삼,1,456,,False,0.5
명품한우,1,460,,False,0.5
전갱이회,1,462,,False,0.5
냉면사리,1,492,,False,0.5
다이어트유산균,1,493,,False,0.5
휘낭시에,1,209,,False,0.5
마타카나슈퍼푸드,1,218,,False,0.5
곱슬케일,1,385,,False,0.5
밤고구마,1,395,,False,0.5
전통주,1,398,,False,0.5
질미네랄유산균,1,399,,False,0.5
우주인피자,1,405,,False,0.5
고수,1,412,,False,0.5
토마토10kg,1,421,,False,0.5
자몽,1,430,,False,0.5
청만이네산지직송,1,431,,False,0.5
아롱사태,1,442,,False,0.5
비트,1,460,,False,0.5
퍼센트솔트,1,464,,False,0.5
못난이참외10kg,1,470,,False,0.5
백합조개,1,476,,False,0.5
주름미더덕쌈젓,1,479,,False,0.5
스타벅스원두,1,486,,False,0.5
파비플로라,1,166,,False,0.5
솔리논필,1,218,,False,0.5
조개,1,220,,False,0.5
골다공증예방,1,258,,False,0.5
순수식품,1,269,,False,0.5
청송사과,1,302,,False,0.5
구슬아이스크림,1,358,,False,0.5
샐러리,1,365,,False,0.5
춘풍접객,1,382,,False,0.5
유청28g,1,423,,False,0.5
클룹,1,426,,False,0.5
프링글스,1,427,,False,0.5
홍일백간장,1,428,,False,0.5
보리차원액,1,435,,False,0.5
글루코섬균,1,444,,False,0.5
멀티2개산양유단백질,1,452,,False,0.5
아이솔레이트1개,1,464,,False,0.5
우베파우더,1,466,,False,0.5
살치살,1,474,,False,0.5
해바라기씨,1,478,,False,0.5
그린아세로라1000,1,480,,False,0.5
송주불냉면,1,482,,False,0.5
야끼만두,1,495,,False,0.5
캐나다맥스오메가3,1,498,,False,0.5
가나안염통꼬치,1,499,,False,0.5
복분자분말,1,162,,False,0.5
유산균100억,1,218,,False,0.5
트리펩타이드콜라겐,1,284,,False,0.5
파이토케미컬,1,292,,False,0.5
멕시코감자,1,330,,False,0.5
밥순삭꽃게야,1,342,,False,0.5
추석한우,1,363,,False,0.5
백년화편밥알쑥떡,1,370,,False,0.5
비타민b컴플렉스,1,381,,False,0.5
흑도라지청도라지청,1,398,,False,0.5
담꽃구운찰떡,1,401,,False,0.5
서령우담육포,1,405,,False,0.5
올바른그레인,1,407,,False,0.5
내몸가벼움식이섬유,1,415,,False,0.5
1개입생강차,1,441,,False,0.5
전라도2kg,1,451,,False,0.5
반건시곶감,1,465,,False,0.5
한가위한우,1,479,,False,0.5
반건조양태,1,482,,False,0.5
베이비리마빈,1,483,,False,0.5
여에스더글루타치온,1,485,,False,0.5
제슈비,1,488,,False,0.5
코코넛오일,1,490,,False,0.5
사과10kg,1,495,,False,0.5
시나노골드사과,1,497,,False,0.5
난각막,1,140,,False,0.5
베르가못,1,146,,False,0.5
호두정과,1,175,,False,0.5
두바이쫀득쿠키,1,243,,False,0.5
쭈꾸미,1,258,,False,0.5
쫀득쿠키,1,267,,False,0.5
강황,1,382,,False,0.5
건새우,1,418,,False,0.5
담금주,1,420,,False,0.5
한만두,1,430,,False,0.5
과메기,1,431,,False,0.5
생와사비,1,435,,False,0.5
쿠키답례품,1,439,,False,0.5
남가네설악추어탕,1,462,,False,0.5
모모야라유,1,465,,False,0.5
청국장,1,478,,False,0.5
캐라넷,1,486,,False,0.5
2026년매실가격,1,490,,False,0.5
보이차,15,296.6,303.6,False,0.45
광동침향환,13,371.2,377.6,False,0.07
레몬즙,15,27,34.5,False,0.0
킹500mg,6,441,444,False,0.0
탄산수,15,7.1,14.9,False,-0.23
치즈,5,438,440.8,False,-0.25
꼬꼬면,9,286.5,291.3,False,-0.33
포카리스웨트340,15,298,305.9,False,-0.38
소곱창,11,320.4,326.5,False,-0.6
찹쌀,15,293.3,302,False,-1.21
레몬,13,295.2,303,False,-1.3
올레샷,14,318.3,326.8,False,-1.42
닭꼬치,3,419,422,False,-1.5
초당옥수수,15,38,47.2,False,-1.75
노을멜론,13,345.8,354.4,False,-2.1
홀그레인머스타드,12,369.4,377.7,False,-2.31
잡곡,4,371,375.5,False,-2.5
활새우,14,146.7,156.2,False,-2.58
블랙커민,6,348.3,354,False,-2.67
시서스,3,303,307.5,False,-3.0
양배추즙,15,80.1,90.8,False,-3.11
병아리콩,15,50.6,61.2,False,-3.18
커큐민,15,79.7,90.6,False,-3.41
비타민c,15,27.6,38.5,False,-3.43
카무트효소,15,32.3,43.2,False,-3.46
코피코사탕,4,431,437,False,-4.0
맥심모카골드,15,50.6,62.4,False,-4.3
뉴케어구수한맛,15,42,54,False,-4.5
삼다수,15,84.4,97,False,-5.07
임박,15,32.1,44.9,False,-5.23
삼다수2l,15,146.7,159.8,False,-5.54
신동진쌀,5,452.3,460.5,False,-5.67
베르베린,15,152.4,165.6,False,-5.7
당근,15,133.1,146.4,False,-5.73
바지락,6,408.2,417,False,-5.75
멸치,12,300.8,312.5,False,-5.75
코엔자임q10,15,158,171.4,False,-5.88
락토핏골드,9,370,380.6,False,-6.1
쌀,15,104.3,118.1,False,-6.34
마카다미아,15,176.6,191.2,False,-7.18
코코넛밀크,12,337.4,351.4,False,-7.97
마누카꿀,14,308.9,324.3,False,-8.43
망고,15,57,73.1,False,-8.62
창억떡,15,21.7,38,False,-8.79
락토핏유산균,15,114.9,131.5,False,-9.14
납작복숭아,13,333.6,349.2,False,-9.15
올리브유,15,211.4,228.4,False,-9.45
족발,12,321.6,337.1,False,-9.54
된장,10,356.4,371.4,False,-10.0
맥심화이트골드,15,183.4,201.2,False,-10.32
컬리케일,3,286,298,False,-10.5
프로폴리스,15,96,114.2,False,-10.75
당근주스,15,200.9,219.2,False,-10.89
반건조오징어,15,179.3,198,False,-11.21
멸균우유,15,35.6,55.4,False,-12.3
상견례선물,4,431,445.7,False,-12.67
성게알,6,384,400,False,-13.0
우니,9,352.8,370.4,False,-13.15
쑥인절미,6,376.5,393,False,-13.5
라면스프,14,343.3,364.4,False,-14.14
코큐텐,15,212.7,234.9,False,-14.66
코피코,6,425,443.5,False,-15.5
크레아틴,15,251.4,274.9,False,-15.95
루테인지아잔틴,15,101.4,125,False,-16.07
전복,15,155.1,179.1,False,-16.48
마늘쫑,15,31.9,56,False,-16.64
바나나,4,429,447.7,False,-16.67
맥심커피믹스,8,428.2,449.2,False,-17.0
훈제오리,3,384,402.5,False,-17.0
샤인머스켓,13,231.4,255.1,False,-17.22
누룽지팝,15,201.7,226.6,False,-17.41
구포국수,4,428,448.3,False,-18.33
오이지오이50개,5,387,408,False,-18.5
오징어순대,4,373,394,False,-19.0
덴마크유산균,15,170.1,196.8,False,-19.11
애사비,15,109,135.8,False,-19.25
햇마늘,10,337.5,362.5,False,-20.0
맥심화이트골드400,4,368,390,False,-20.0
꽃게,15,78.9,106.6,False,-20.27
생블루베리,7,379,403,False,-20.5
하스카프베리,14,180.7,208.6,False,-20.86
솔티스,11,353.1,379.5,False,-20.86
오미자청,11,343,369.6,False,-21.1
명가삼대떡집,15,169.7,198.8,False,-21.54
양배추환,10,359.7,386.2,False,-21.58
설탕15kg,15,77.9,107.2,False,-21.89
낫또,15,153.4,182.9,False,-21.95
프렌치카페커피믹스,14,300.9,330.1,False,-22.29
과자,8,317,344.3,False,-23.29
무설탕캔디,3,435,460,False,-23.5
가리비,6,335.7,362.3,False,-23.67
산삼,2,427,452,False,-24.0
밤호박,10,303.8,332.8,False,-24.08
nmn,3,239.5,266,False,-25.0
정호영손질왕낙지,2,438,464,False,-25.0
미니오이,12,323.7,355.6,False,-25.89
레드와인비니거,12,95.6,127.6,False,-26.03
생수2l,15,90.4,124,False,-26.07
자일리톨스톤,11,363.2,395,False,-26.25
완두콩,15,35.1,69.5,False,-26.86
오이지오이,14,317.6,351.4,False,-26.86
라인바싸탄산수40,7,290.5,321,False,-27.0
죽순,15,266.9,301.8,False,-27.39
총각김치,11,380.3,414,False,-28.17
애플초당옥수수,5,392,424,False,-29.5
생새우회,15,245.6,282.6,False,-29.55
씨뺀매실,5,394.5,427,False,-30.0
그린아세로라,2,400,431,False,-30.0
메밀면,15,256.6,294.4,False,-30.3
즉석밥,3,434,466,False,-30.5
오이,15,37.4,75.5,False,-30.57
냉면육수,15,82,120.4,False,-30.88
비오틴,10,294.3,330.9,False,-31.52
고추장,15,187,226.5,False,-32.0
26년햇감자,6,384,419,False,-32.0
들깨가루,6,396.7,432.3,False,-32.67
유기농레몬즙,12,310,348.8,False,-32.8
버터,15,112.7,153.1,False,-32.91
아보카도,13,229,269,False,-33.5
브로콜리,5,382.5,419.3,False,-34.33
애터미헤모힘,4,353,389.5,False,-34.5
홍삼,15,214.7,257.5,False,-35.29
대추방울토마토,8,312.1,352,False,-35.86
아이스크림,15,83,126.4,False,-35.88
빅토리아탄산수,15,125.6,169,False,-35.93
맥반석계란,2,459,496,False,-36.0
고구마말랭이,13,328.8,371.5,False,-36.2
황성주생식,13,282.4,325.4,False,-36.48
누룽지,15,128.9,172.9,False,-36.52
고구마칩,8,367,407.6,False,-36.6
비쵸비말차,2,403,441,False,-37.0
레모너리,15,231.9,276.6,False,-37.27
꿀,15,156,201.4,False,-37.88
갑오징어,15,134.1,179.6,False,-37.98
g7블랙커피,15,202.3,248.1,False,-38.34
쌀5kg,3,440,480,False,-38.5
골드키위,10,387.8,431.5,False,-38.67
꽃보다오징어,14,241.7,287.4,False,-38.71
생수500,15,120.1,166.4,False,-38.73
임성근냉면,2,325,365,False,-39.0
라라누룽지,15,249,295.6,False,-39.12
