date,rank,keyword
2026-09-02,1,쌀20kg
2026-09-02,2,닭가슴살
2026-09-02,3,복숭아
2026-09-02,4,오메가3
2026-09-02,5,쌀10kg
2026-09-02,6,옥수수
2026-09-02,7,무화과
2026-09-02,8,마그네슘
2026-09-02,9,파라다이스그레인
2026-09-02,10,유산균
2026-09-02,11,바위굴
2026-09-02,12,생수
2026-09-02,13,비타민c
2026-09-02,14,탄산수
2026-09-02,15,수향미10kg
2026-09-02,16,두유
2026-09-02,17,수박
2026-09-02,18,도미솔김치
2026-09-02,19,사과
2026-09-02,20,조선호텔김치
2026-09-02,21,콘드로이친
2026-09-02,22,올리브오일
2026-09-02,23,토마토
2026-09-02,24,멸균우유
2026-09-02,25,김치
2026-09-02,26,꽃게
2026-09-02,27,학가산김치
2026-09-02,28,젖산마그네슘
2026-09-02,29,포카리스웨트
2026-09-02,30,일리커피캡슐
2026-09-02,31,자두
2026-09-02,32,베르베린
2026-09-02,33,추석선물세트
2026-09-02,34,뉴케어
2026-09-02,35,레몬즙
2026-09-02,36,임박
2026-09-02,37,견과류
2026-09-02,38,안동학가산김치
2026-09-02,39,la갈비
2026-09-02,40,뉴케어구수한맛
2026-09-02,41,그릭요거트
2026-09-02,42,레드와인비니거
2026-09-02,43,링티
2026-09-02,44,카무트효소
2026-09-02,45,맥심모카골드
2026-09-02,46,크레아틴
2026-09-02,47,찹쌀누룽지과자
2026-09-02,48,멜라토닌
2026-09-02,49,오징어
2026-09-02,50,전복
2026-09-02,51,콘드로이친1200
2026-09-02,52,참기름
2026-09-02,53,명가삼대떡집
2026-09-02,54,창억떡
2026-09-02,55,수향미
2026-09-02,56,하루견과
2026-09-02,57,비타민d
2026-09-02,58,단백질쉐이크
2026-09-02,59,병아리콩
2026-09-02,60,콜라겐
2026-09-02,61,포스파티딜세린
2026-09-02,62,생크림
2026-09-02,63,고구마
2026-09-02,64,포카리스웨트340
2026-09-02,65,커큐민
2026-09-02,66,열무김치
2026-09-02,67,진미채
2026-09-02,68,냉동블루베리
2026-09-02,69,쌀
2026-09-02,70,블루베리
2026-09-02,71,햇반
2026-09-02,72,생수2l
2026-09-02,73,삼다수
2026-09-02,74,미숫가루
2026-09-02,75,계란
